u,i,b,t
1000641,4035255,0,1512049009
1000641,2618677,0,1512049206
1000641,4035255,0,1512049220
1000641,2618677,0,1512050876
1000641,4035255,0,1512050878
1000641,2618677,0,1512051039
1000641,4035255,0,1512051042
1000641,2618677,0,1512051071
1000641,4035255,0,1512051103
1000641,2618677,0,1512051427
1000641,4035255,0,1512051631
1000641,2618677,0,1512051976
1000641,4035255,3,1512052435
1000641,4035255,0,1512052997
1000641,4016280,0,1512055642
1000641,854048,2,1512056117
1000641,4016280,0,1512056186
1000641,854048,0,1512056390
1000641,4016280,0,1512056452
1000641,2985281,0,1512056592
1000641,4016280,0,1512056846
1000641,2985281,0,1512056888
1000641,4016280,0,1512056937
1000641,854048,0,1512056942
1000641,4016280,0,1512057365
1000641,854048,0,1512057374
1000641,854048,0,1512103094
1000641,3050776,0,1512129391
1000641,2783501,0,1512150193
1000641,2465188,0,1512151869
1000641,2776917,0,1512152705
1000641,2465188,0,1512152926
1000641,2560794,0,1512153324
1000641,2776917,0,1512153800
1000641,4035255,0,1512238422
1000641,3050776,0,1512238442
1000641,4035255,0,1512311803
1000647,1515678,0,1511611454
1000647,698543,0,1511652596
1000647,924684,0,1511652648
1000647,1515678,0,1511690405
1000647,88697,0,1511695282
1000647,2798583,0,1511695924
1000647,2798583,0,1511695997
1000647,2464838,0,1511696416
1000647,2464838,0,1511696601
1000647,3887364,0,1511696685
1000647,3887364,0,1511696727
1000647,88697,0,1511696729
1000647,3887364,0,1511696806
1000647,3887364,0,1511696816
1000647,3887364,0,1511696830
1000647,861301,0,1511701568
1000647,2634752,0,1511763283
1000647,861301,0,1511788545
1000647,1316916,0,1511937679
1000647,5123074,0,1511996994
1000647,4572555,1,1512040721
1000647,2293176,1,1512040753
1000647,861301,0,1512111269
1000647,1316916,0,1512111284
1000647,319025,0,1512173651
1000647,861301,0,1512213293
1000647,4589376,0,1512213352
1000647,5123074,0,1512226197
1000647,4572555,0,1512296781
1000647,2293176,0,1512297291
1000647,4572555,2,1512297339
1000647,2293176,0,1512297353
1000650,4515599,0,1511672142
1000650,3310580,0,1511948389
1000650,1894927,0,1511948473
1000650,3310580,0,1512008814
1000650,1894927,0,1512008905
1000650,4570582,0,1512207722
1000650,2030176,0,1512290082
1000659,59883,0,1511654552
1000659,2374520,0,1511654743
1000659,2601214,0,1511654809
1000659,4972191,0,1511681835
1000659,2657955,3,1511870083
1000659,4496672,0,1511874364
1000659,191709,0,1511881199
1000659,149734,3,1511881275
1000659,4496672,0,1511914396
1000659,4255219,0,1511914671
1000659,4676645,0,1511914698
1000659,4336297,2,1511946374
1000659,453196,0,1511949085
1000659,2944745,0,1511949089
1000659,453196,2,1511949241
1000659,4336297,3,1511957644
1000659,3799274,0,1512120476
1000659,3895316,0,1512120999
1000659,2270556,0,1512123208
1000659,3692612,3,1512133006
1000659,2657955,0,1512184669
1000659,3692612,0,1512202234
1000659,3895316,0,1512222756
1000659,2796739,2,1512223056
1000659,159010,0,1512223533
1000664,1668747,0,1511564213
1000664,942031,0,1511564463
1000664,4350962,0,1511564510
1000664,1126783,0,1511564709
1000664,35221,0,1511564733
1000664,1699547,0,1511564808
1000664,2380098,0,1511577896
1000664,530918,0,1511577966
1000664,513083,0,1511578159
1000664,1886236,0,1511578330
1000664,5132775,0,1511578342
1000664,3124209,0,1511578368
1000664,3278660,0,1511578416
1000664,2855445,0,1511578506
1000664,2771993,0,1511578712
1000664,887446,0,1511579074
1000664,2209371,0,1511579273
1000664,3420321,2,1511579342
1000664,3138292,0,1511579417
1000664,2625563,0,1511579430
1000664,2231860,0,1511603259
1000664,647605,0,1511603268
1000664,2231860,0,1511603272
1000664,23516,0,1511605476
1000664,404968,0,1511605865
1000664,3254181,0,1511605902
1000664,4968574,0,1511613308
1000664,2585743,0,1511613512
1000664,4511521,0,1511613529
1000664,1932553,0,1511613779
1000664,3297272,0,1511613964
1000664,4664816,0,1511614126
1000664,3098454,0,1511614170
1000664,140359,0,1511614805
1000664,2591853,0,1511614829
1000664,2324556,0,1511614868
1000664,1591702,0,1511614934
1000664,2239343,2,1511615137
1000664,4543549,0,1511615332
1000664,3308183,0,1511615415
1000664,2961075,0,1511616024
1000664,4539788,0,1511616087
1000664,2031899,0,1511616394
1000664,1464912,0,1511616478
1000664,2309277,0,1511616537
1000664,4548202,0,1511616876
1000664,942031,0,1511616931
1000664,3792151,0,1511616962
1000664,2705937,0,1511616998
1000664,3175895,0,1511617031
1000664,2961075,0,1511617481
1000664,802001,0,1511617627
1000664,4154124,1,1511617802
1000664,1808610,0,1511617971
1000664,4154124,0,1511617973
1000664,1808610,0,1511618005
1000664,4154124,0,1511618012
1000664,424057,0,1511618115
1000664,1211285,0,1511618298
1000664,3063369,0,1511618319
1000664,4801318,0,1511618345
1000664,508493,0,1511618360
1000664,2904240,0,1511618367
1000664,3420321,0,1511618819
1000664,4154124,0,1511618943
1000664,424057,0,1511618960
1000664,1808610,0,1511618986
1000664,4801318,0,1511619002
1000664,4664816,0,1511619023
1000664,3063369,0,1511619062
1000664,4154124,0,1511619546
1000664,268837,0,1511619811
1000664,4817912,0,1511619848
1000664,4151892,2,1511620440
1000664,237053,0,1511620543
1000664,4295413,0,1511620783
1000664,2239343,0,1511621282
1000664,4154124,0,1511621498
1000664,4801318,3,1511622207
1000664,802001,0,1511622336
1000664,1808610,0,1511622360
1000664,3144305,0,1511622429
1000664,3271815,0,1511622451
1000664,3694099,0,1511622538
1000664,424057,0,1511622836
1000664,1808610,3,1511623004
1000664,4154124,0,1511623091
1000664,2904240,0,1511623191
1000664,3095907,0,1511623250
1000664,2239343,0,1511623351
1000664,1346748,0,1511623558
1000664,4746796,0,1511623582
1000664,424057,0,1511623602
1000664,3271815,0,1511623816
1000664,2904240,0,1511623889
1000664,4746796,0,1511624166
1000664,3144305,0,1511624223
1000664,2904240,0,1511624234
1000664,1600478,0,1511667663
1000664,942031,0,1511675522
1000664,1766651,0,1511675596
1000664,2855445,0,1511675622
1000664,155436,0,1511675647
1000664,1698122,0,1511704470
1000664,4701477,0,1511704537
1000664,1594140,0,1511704708
1000664,3176012,0,1511704776
1000664,3344289,0,1511704797
1000664,4587260,0,1511704886
1000664,4539788,0,1511705182
1000664,2502921,2,1511705237
1000664,1737153,0,1511705385
1000664,2815194,0,1511705497
1000664,140359,0,1511705564
1000664,3420321,0,1511737518
1000664,4244593,0,1511737576
1000664,3156731,0,1511737601
1000664,2031498,2,1511737728
1000664,193661,0,1511737838
1000664,2456609,0,1511737882
1000664,942031,0,1511764202
1000664,4151892,0,1511764240
1000664,942031,0,1511764720
1000664,4154124,0,1511764770
1000664,155436,0,1511764932
1000664,1799279,0,1511765044
1000664,1144343,0,1511765125
1000664,1140338,0,1511780082
1000664,3563468,0,1511780256
1000664,4572312,0,1511780503
1000664,1759337,0,1511780561
1000664,2591853,0,1511780716
1000664,1766651,0,1511784138
1000664,3920842,2,1511784231
1000664,2090103,0,1511784314
1000664,812157,0,1511784516
1000664,3386371,0,1511788583
1000664,2228732,0,1511788651
1000664,748593,2,1511788778
1000664,4539136,0,1511788863
1000664,1045330,0,1511788924
1000664,2596902,0,1511788934
1000664,2929432,0,1511789707
1000664,3161588,0,1511789728
1000664,2082965,0,1511789790
1000664,1890623,2,1511794746
1000664,2324556,0,1511794823
1000664,3912006,0,1511794855
1000664,3838970,0,1511795121
1000664,4203411,0,1511795209
1000664,429240,0,1511795264
1000664,3604996,0,1511795311
1000664,2800047,0,1511795338
1000664,1050223,0,1511795354
1000664,1177808,0,1511830298
1000664,1122010,2,1511830343
1000664,3420321,0,1511864209
1000664,3794565,0,1511864215
1000664,1052181,2,1511864300
1000664,155436,0,1511869352
1000664,2591853,0,1511869530
1000664,532136,0,1511869731
1000664,1995264,0,1511908878
1000664,1759337,0,1511908973
1000664,1122010,0,1511909248
1000664,2228732,0,1511909429
1000664,2031899,0,1511909605
1000664,420058,0,1511909623
1000664,4664816,0,1511964461
1000664,4664816,0,1511964517
1000664,4151892,0,1511964945
1000664,237053,0,1512021445
1000664,748593,0,1512033870
1000664,1995264,0,1512033872
1000664,748593,0,1512033885
1000664,1052181,0,1512033908
1000664,2633330,0,1512034031
1000664,748593,0,1512034563
1000664,1616497,0,1512034619
1000664,748593,0,1512034631
1000664,1915496,0,1512034776
1000664,748593,0,1512034806
1000664,2209371,0,1512034912
1000664,141437,0,1512034959
1000664,748593,0,1512035001
1000664,237053,0,1512035115
1000664,748593,0,1512035125
1000664,3493903,0,1512035191
1000664,4572312,0,1512036808
1000664,2502921,2,1512036972
1000664,1122010,0,1512037211
1000664,409371,0,1512037454
1000664,1122010,0,1512037699
1000664,4966858,0,1512038036
1000664,2864767,0,1512038235
1000664,2791145,0,1512038365
1000664,3268039,0,1512038435
1000664,1876735,0,1512038439
1000664,3268039,0,1512038441
1000664,1876735,0,1512038445
1000664,3268039,0,1512038485
1000664,1600478,0,1512038873
1000664,4966858,0,1512038919
1000664,424057,0,1512039204
1000664,2904240,0,1512039287
1000664,2904240,0,1512039303
1000664,3095907,0,1512039454
1000664,1211285,0,1512039502
1000664,3885983,0,1512039822
1000664,3659569,0,1512039875
1000664,1301197,0,1512039886
1000664,3197165,0,1512039926
1000664,3220342,0,1512040330
1000664,4221701,0,1512041711
1000664,1057809,0,1512042510
1000664,2219401,0,1512042535
1000664,1340134,0,1512042707
1000664,1340134,0,1512042721
1000664,1340134,2,1512042756
1000664,1340134,0,1512042870
1000664,753960,2,1512042981
1000664,2219401,0,1512043020
1000664,1057809,0,1512043320
1000664,1340134,0,1512043751
1000664,753960,0,1512043770
1000664,2219401,3,1512043792
1000664,753960,0,1512044034
1000664,4543549,0,1512044934
1000664,4244593,0,1512045628
1000664,4424720,3,1512045803
1000664,3520726,0,1512050702
1000664,3176551,0,1512051379
1000664,3520726,0,1512051388
1000664,429240,0,1512051458
1000664,3920842,0,1512051713
1000664,4802971,0,1512051785
1000664,3696466,0,1512051929
1000664,4221701,0,1512095829
1000664,2502921,0,1512095913
1000664,23516,0,1512096097
1000664,4511521,0,1512096189
1000664,1737153,0,1512096200
1000664,2031899,0,1512096278
1000664,4200694,0,1512096719
1000664,4530191,0,1512103497
1000664,525518,0,1512103537
1000664,525518,0,1512103594
1000664,2129872,0,1512103635
1000664,1134207,0,1512127684
1000664,3310765,0,1512127750
1000664,2842675,0,1512127831
1000664,404968,0,1512128043
1000664,2090103,0,1512128191
1000664,4440791,0,1512148765
1000664,4664816,0,1512148831
1000664,3913720,2,1512148970
1000664,4530191,0,1512222020
1000664,5021249,0,1512222035
1000664,3176012,0,1512222179
1000664,2309277,0,1512222293
1000664,1594140,0,1512222340
1000664,1561186,0,1512222389
1000664,2014224,0,1512222523
1000664,2771993,0,1512222584
1000664,3310765,0,1512223158
1000664,1020311,0,1512223433
1000664,4201084,0,1512223507
1000664,3150275,0,1512226608
1000664,2585774,0,1512258830
1000664,1668747,0,1512258876
1000664,4539788,0,1512259021
1000664,1849272,0,1512259059
1000664,4968574,0,1512259120
1000664,3659569,0,1512259202
1000664,4424720,0,1512259352
1000664,3913720,2,1512272808
1000664,1772789,0,1512272897
1000664,3084115,0,1512273023
1000664,2513328,0,1512273489
1000664,2508089,0,1512273701
1000664,1134207,0,1512273706
1000664,2566203,0,1512274319
1000664,4044127,0,1512283253
1000664,833439,0,1512283259
1000664,91028,0,1512283279
1000664,395043,0,1512283309
1000664,2591853,0,1512283457
1000664,2976783,0,1512304674
1000664,2959274,0,1512304686
1000664,4083574,0,1512304803
1000664,4440791,0,1512304904
1000664,3386494,0,1512305024
1000664,4548202,0,1512305086
1000664,2239343,0,1512305098
1000667,401234,2,1511692881
1000667,2571281,0,1511693168
1000667,2571281,0,1511693314
1000667,401234,0,1511694598
1000667,2571281,0,1511694605
1000667,3000506,0,1511872038
1000676,4489776,2,1511768715
1000676,4489776,0,1511846417
1000676,3244581,0,1511846445
1000676,4489776,3,1511846611
1000676,3371523,0,1512025760
1000676,2367945,0,1512025761
1000676,1591862,0,1512025767
1000676,399942,3,1512198610
1000676,399942,0,1512198847
1000676,1742325,0,1512199555
1000676,28043,0,1512200148
1000676,1979972,0,1512203142
1000676,2632119,0,1512203222
1000676,1861309,0,1512210920
1000676,2440667,0,1512210973
1000676,4756174,0,1512211000
1000676,2440667,0,1512212004
1000676,2632119,0,1512212056
1000676,4756174,0,1512212073
1000676,1979972,0,1512212123
1000676,4756174,0,1512212260
1000676,2440667,3,1512212386
1000676,2035370,0,1512306985
1000684,3383350,1,1511673902
1000684,4270934,0,1511694182
1000684,706726,0,1511695494
1000684,2042346,0,1511695587
1000684,4270934,0,1511695696
1000684,2108727,1,1511695873
1000684,4270934,0,1511695874
1000684,1583704,0,1511695918
1000684,4270934,0,1511696137
1000684,4270934,0,1511696230
1000684,4270934,0,1511697091
1000684,1974020,1,1511697103
1000684,4270934,0,1511697105
1000684,1974020,0,1511697193
1000684,2108727,0,1511745300
1000684,706726,0,1511745439
1000684,3383350,0,1511745445
1000684,706726,0,1511745596
1000684,4885463,0,1511745645
1000684,4748539,0,1511745655
1000684,295798,0,1511745720
1000684,3146059,0,1511745775
1000684,2042346,0,1511745797
1000684,4466591,0,1511745848
1000684,2039209,0,1511745896
1000684,5026858,0,1511745942
1000684,3443046,0,1511745973
1000684,2042346,0,1511745985
1000684,3146059,0,1511746007
1000684,2108727,0,1511746263
1000684,4466591,0,1511746573
1000684,4665452,0,1511746623
1000684,2039209,0,1511746698
1000684,5026858,0,1511746703
1000684,4665452,0,1511746750
1000684,3146059,0,1511746801
1000684,4665452,0,1511746960
1000684,1484652,0,1511747077
1000684,2108727,0,1511747142
1000684,5026858,0,1511747304
1000684,2108727,0,1511748655
1000684,1484652,0,1511748670
1000684,2108727,0,1511748758
1000684,3146059,3,1511748811
1000684,4665452,3,1511748811
1000684,5026858,3,1511748811
1000684,2108727,3,1511748811
1000684,2533782,0,1511800291
1000684,1584550,0,1511837937
1000684,2108727,0,1511867513
1000684,2039209,0,1511867643
1000684,2199641,0,1511885833
1000684,3594656,0,1511919534
1000684,4222385,0,1511926801
1000684,4571325,0,1511926883
1000684,4885463,0,1511927085
1000684,3074126,0,1511927126
1000684,1399650,0,1511927168
1000684,3146059,0,1511927211
1000684,4029704,3,1511927302
1000684,2730150,0,1511968927
1000684,4816133,1,1511968952
1000684,2730150,0,1511968954
1000684,2730150,0,1511969229
1000684,1009353,0,1511969272
1000684,4029704,1,1511976911
1000684,2730150,0,1511977041
1000684,5077200,0,1511977406
1000684,3513315,1,1511977748
1000684,2730150,0,1511977749
1000684,5026858,3,1512020081
1000684,4816133,0,1512020418
1000684,5026858,0,1512020477
1000684,2108727,0,1512020983
1000684,2449711,0,1512021102
1000684,2108727,0,1512021107
1000684,2449711,1,1512021107
1000684,2108727,0,1512021127
1000684,2449711,0,1512021427
1000684,2108727,0,1512021433
1000684,2449711,0,1512021434
1000684,2108727,0,1512021497
1000684,2032668,0,1512023223
1000684,2449711,0,1512023472
1000684,2108727,0,1512023683
1000684,2449711,0,1512023849
1000684,3443046,0,1512023917
1000684,2449711,0,1512023951
1000684,3383350,0,1512027249
1000684,706726,0,1512027256
1000684,2042346,0,1512027301
1000684,3383350,0,1512027406
1000684,706726,0,1512027438
1000684,2449711,0,1512027461
1000684,4816133,0,1512027586
1000684,4748539,0,1512028028
1000684,3383350,0,1512028039
1000684,2449711,0,1512028052
1000684,4748539,0,1512028149
1000684,2042346,0,1512028209
1000684,2449711,0,1512028350
1000684,2042346,0,1512028377
1000684,3383350,0,1512028459
1000684,706726,0,1512028522
1000684,4748539,0,1512028569
1000684,3383350,0,1512028696
1000684,2449711,0,1512028708
1000684,3383350,3,1512030836
1000684,2786301,0,1512040478
1000684,4583519,0,1512040487
1000684,3383350,0,1512044738
1000684,5155387,0,1512044914
1000684,1632634,0,1512044919
1000684,2199641,0,1512044943
1000684,2567984,0,1512044951
1000684,5155387,0,1512054025
1000684,86572,1,1512093827
1000684,1632634,0,1512093839
1000684,3074126,0,1512093861
1000684,647605,1,1512093923
1000684,4816133,0,1512093938
1000684,3146059,0,1512128706
1000684,3513315,0,1512128834
1000684,4029704,0,1512147850
1000684,4885463,0,1512234076
1000684,5026858,3,1512301395
1000684,86572,0,1512301594
1000684,4885463,0,1512301603
1000684,5157008,0,1512304705
1000684,2039209,0,1512304735
1000684,4571325,0,1512304898
1000684,4222385,0,1512306851
1000684,2119419,0,1512306985
1000684,5026858,0,1512307195
1000684,3383350,0,1512307224
1000686,2025813,0,1511753317
1000686,837814,0,1511753326
1000686,1422819,0,1511753469
1000686,1422819,0,1511753499
1000686,4744099,0,1511753662
1000686,1356592,0,1511877168
1000686,4990175,0,1511968710
1000686,4192094,0,1512110783
1000686,4192094,0,1512128297
1000686,4192094,3,1512128603
1000686,2982114,0,1512140225
1000686,4214021,0,1512140426
1000686,2425933,0,1512140459
1000686,1048760,0,1512140474
1000686,1790776,0,1512221898
1000686,2204691,0,1512228530
1000686,2386053,0,1512228577
1000686,424516,0,1512228589
1000686,1048760,0,1512228643
1000686,2204691,0,1512285912
1000686,2386053,0,1512298714
1000686,2982114,0,1512298751
1000686,586815,0,1512298795
1000688,1620217,0,1511667724
1000688,4764098,0,1511668052
1000688,2415617,0,1511668994
1000688,4622270,0,1511669304
1000688,4825382,0,1511669777
1000688,5117353,0,1511669829
1000688,4094862,0,1511670093
1000688,1082769,0,1511670393
1000688,4663020,0,1511670683
1000688,945977,0,1511767692
1000688,1527566,0,1511773022
1000688,3785646,0,1512204217
1000688,2073921,0,1512204289
1000688,216085,0,1512204617
1000688,1588147,0,1512204685
1000688,1010744,0,1512206209
1000688,4882558,3,1512207164
1000688,3529591,0,1512207389
1000688,812879,0,1512208071
1000688,3562657,0,1512289576
1000688,687256,0,1512289650
1000688,4480617,0,1512289974
1000688,549728,0,1512291117
1000688,1611933,0,1512292520
1000688,399126,2,1512292888
1000688,1527566,0,1512298817
1000688,5117353,0,1512300925
1000688,4825382,0,1512300956
1000688,1658271,0,1512301041
1000688,114916,0,1512301439
1000694,4224471,0,1512037150
1000694,3757659,3,1512037218
1000694,4224471,0,1512037582
1000694,3757659,0,1512038492
1000694,4423647,0,1512124846
1000694,1723753,3,1512125022
1000694,2843360,0,1512269470
1000696,4946853,0,1511879742
1000696,4685207,0,1511879770
1000696,157704,0,1512167354
1000696,1338006,0,1512167732
1000696,157704,0,1512167799
1000696,4615145,0,1512261675
1000696,4685207,0,1512261695
1000696,4615145,0,1512261719
1000696,1521435,0,1512261763
1000703,4388681,2,1511546925
1000703,3939946,0,1511597937
1000703,4388681,1,1511614130
1000703,479755,0,1511707516
1000703,4388681,0,1511708894
1000703,3508248,0,1511709072
1000703,479755,0,1511709144
1000703,1188838,0,1511709835
1000703,756889,0,1511795088
1000703,1733346,0,1511795353
1000703,4219755,0,1511933851
1000703,3678238,0,1511933941
1000703,3417857,0,1511934036
1000703,4219755,0,1511934295
1000703,780855,0,1511949242
1000703,3417857,0,1511957343
1000703,5003011,0,1511958727
1000703,5003011,0,1511958857
1000703,3678238,0,1511959110
1000703,3370399,0,1511966425
1000703,5003011,0,1511967974
1000703,3678238,0,1511968532
1000703,3370399,3,1511968607
1000703,3417857,3,1511968607
1000703,3953988,0,1512006627
1000703,3595748,0,1512006926
1000703,2266985,0,1512116595
1000703,4825170,0,1512196427
1000703,4825170,0,1512197120
1000703,4849545,0,1512208662
1000703,4849545,0,1512209240
1000703,4130934,0,1512297727
1000712,928213,0,1511772075
1000712,2540127,0,1511773729
1000712,2915088,0,1511785108
1000712,4915624,0,1511785214
1000712,1035067,0,1511785259
1000712,784500,0,1511786246
1000712,4373028,0,1511786405
1000712,1606174,0,1511786432
1000712,534145,0,1511786451
1000712,1573080,0,1511786502
1000712,413414,0,1511786861
1000712,3754211,2,1511787030
1000712,3754211,0,1511787128
1000712,103769,0,1511787173
1000712,3754211,0,1511787303
1000712,1915572,0,1511787622
1000712,103769,0,1511787760
1000712,16997,0,1511787780
1000712,1915572,0,1511787802
1000712,3033763,2,1511787915
1000712,4329792,2,1511788032
1000712,3754211,0,1511788144
1000712,3033763,0,1511788533
1000712,3754211,0,1511788562
1000712,3033763,0,1511836502
1000712,3754211,0,1511836533
1000712,4329792,0,1511838441
1000712,3754211,3,1511838483
1000712,4329792,3,1511838710
1000712,3033763,0,1511840259
1000712,5062984,0,1511874844
1000712,2540127,0,1511875881
1000712,784500,0,1511881097
1000712,2565270,0,1511943899
1000712,5062984,0,1511948227
1000712,1562036,0,1511948408
1000712,2364954,0,1511951618
1000712,2963566,0,1511951793
1000712,2742138,0,1511951825
1000712,2364954,0,1511952047
1000712,2364954,0,1511952354
1000712,3839258,0,1511953099
1000712,260500,0,1511953106
1000712,2183900,0,1511953132
1000712,5082680,3,1511953479
1000712,4329792,0,1511953741
1000712,358166,0,1511954927
1000712,1563032,0,1511955288
1000712,2234279,0,1511955301
1000712,1563032,0,1511955323
1000712,2234279,0,1511955369
1000712,1563032,2,1511955405
1000712,477044,0,1511955435
1000712,2370982,0,1511955729
1000712,793445,0,1511956613
1000712,499026,0,1511958061
1000712,2063657,0,1511958220
1000712,1919658,0,1511958406
1000712,3387558,0,1511958598
1000712,5082680,0,1512036484
1000712,4847828,0,1512142827
1000712,2222956,0,1512148636
1000712,16997,0,1512148781
1000712,2928485,0,1512176607
1000712,1996953,0,1512179901
1000712,2667139,0,1512179917
1000712,1996953,0,1512179950
1000712,1919658,0,1512181531
1000712,1919658,0,1512181643
1000712,2063657,0,1512181679
1000712,4856688,0,1512181744
1000712,4859383,0,1512181753
1000712,1843089,0,1512229721
1000712,4299121,0,1512229967
1000712,640975,0,1512230138
1000712,1843089,0,1512231154
1000712,3139864,0,1512231157
1000712,5082680,0,1512231331
1000712,4670864,0,1512271121
1000712,92246,0,1512271216
1000712,3728396,0,1512271283
1000712,640975,0,1512271295
1000712,3728396,2,1512271342
1000712,2350391,0,1512271504
1000712,260700,0,1512281964
1000712,4859383,0,1512293752
1000712,640975,0,1512294034
1000712,2764746,0,1512294505
1000712,92246,0,1512294534
1000712,2742138,0,1512294585
1000712,4523863,0,1512294589
1000712,3226216,0,1512294624
1000712,1343119,0,1512295934
1000712,3520504,0,1512296008
1000712,3226216,0,1512296595
1000712,3451845,0,1512296647
1000715,2827837,2,1511539499
1000715,2584602,0,1511598340
1000715,3634446,0,1511612920
1000715,3550684,0,1511612954
1000715,2827837,0,1511654710
1000715,4115850,0,1511666966
1000715,4070623,0,1511667066
1000715,4115850,0,1511667149
1000715,4070623,0,1511667171
1000715,4115850,0,1511667203
1000715,4070623,2,1511667319
1000715,2584602,0,1511678957
1000715,2338453,0,1511678994
1000715,5119968,0,1511679173
1000715,4070623,0,1511706857
1000715,3634446,0,1511721234
1000715,2116634,3,1511772862
1000715,4258782,0,1511798083
1000715,4070623,0,1511830709
1000715,2116634,0,1511837433
1000715,3634446,0,1511860790
1000715,766125,0,1511878429
1000715,313263,0,1511878528
1000715,3826091,2,1511878845
1000715,4636264,0,1511910722
1000715,547160,0,1511910804
1000715,1637172,2,1511927092
1000715,3634446,0,1511927112
1000715,1763707,2,1511966437
1000715,3826091,0,1511967176
1000715,1763707,0,1511967309
1000715,5083191,0,1512004959
1000715,2124051,0,1512022853
1000715,2457207,0,1512022971
1000715,1637172,3,1512023371
1000715,766125,0,1512048115
1000715,1272701,2,1512048219
1000715,4955326,0,1512053291
1000715,3446608,0,1512053829
1000715,18166,0,1512072307
1000715,1272701,0,1512091524
1000715,1637172,0,1512091540
1000715,1272701,0,1512091878
1000715,1763707,3,1512094087
1000715,1272701,0,1512094094
1000715,4955326,0,1512104747
1000715,2987991,0,1512108011
1000715,1272701,0,1512108658
1000715,2987991,0,1512112621
1000715,4494348,0,1512139930
1000715,232919,0,1512139949
1000715,1954218,0,1512140552
1000715,2116634,0,1512180164
1000715,1624042,0,1512201884
1000715,1095113,0,1512227461
1000715,2851290,0,1512227646
1000715,816484,0,1512227725
1000715,518937,0,1512227745
1000715,816484,0,1512227768
1000715,518937,0,1512227778
1000715,1272701,0,1512266019
1000715,18166,0,1512291244
1000715,2116634,0,1512314607
1000718,2866825,0,1511579641
1000718,4402711,0,1511579649
1000718,2866825,0,1511580302
1000718,56548,0,1511580382
1000718,4402711,0,1511580391
1000718,2866825,0,1511580519
1000718,2322817,0,1511580536
1000718,4402711,0,1511580547
1000718,2322817,0,1511580558
1000718,429741,0,1511587155
1000718,4528252,0,1511626098
1000718,3591622,0,1511626286
1000718,4528252,0,1511627119
1000718,2313225,2,1511671776
1000718,1462624,0,1511671884
1000718,4993045,0,1511671976
1000718,2313225,0,1511672140
1000718,3780355,0,1511672248
1000718,4087718,1,1511672435
1000718,2313225,0,1511672443
1000718,4087718,0,1511672452
1000718,1462624,0,1511672553
1000718,4993045,0,1511672562
1000718,1462624,0,1511672567
1000718,4087718,0,1511672614
1000718,2313225,0,1511672643
1000718,4087718,0,1511672665
1000718,1462624,0,1511672746
1000718,4117014,0,1511672749
1000718,4993045,0,1511672775
1000718,3780355,0,1511672802
1000718,2313225,0,1511672866
1000718,4087718,0,1511672888
1000718,4117014,0,1511672896
1000718,1462624,0,1511672928
1000718,4993045,0,1511672937
1000718,4087718,0,1511672966
1000718,1937418,0,1511679205
1000718,4087718,0,1511679323
1000718,232491,0,1511684705
1000718,4087718,0,1511684711
1000718,1937418,1,1511685551
1000718,1937418,0,1511690097
1000718,2313225,0,1511690596
1000718,4993045,0,1511690619
1000718,3265958,0,1511690750
1000718,4993045,0,1511690783
1000718,1937418,0,1511690789
1000718,4087718,3,1511691396
1000718,1937418,3,1511691419
1000718,4087718,0,1511692579
1000718,1937418,0,1511692644
1000718,3591622,0,1511692812
1000718,4528252,0,1511692902
1000718,3591622,0,1511692918
1000718,4528252,0,1511692961
1000718,4087718,0,1511693570
1000718,4993045,0,1511693802
1000718,3591622,0,1511693876
1000718,4528252,0,1511693928
1000718,3591622,2,1511694088
1000718,1393008,1,1511694316
1000718,4963307,0,1511709482
1000718,3591622,0,1511710093
1000718,3497696,0,1511831866
1000718,539970,0,1511831934
1000718,3893431,0,1511832095
1000718,3664702,0,1511832114
1000718,3664702,1,1511832191
1000718,3497696,0,1511832193
1000718,113528,1,1511832219
1000718,3148749,0,1511832226
1000718,2405969,0,1511832236
1000718,3219432,0,1511832242
1000718,190178,0,1511832254
1000718,4066893,0,1511832260
1000718,2405969,1,1511832342
1000718,3497696,0,1511832344
1000718,113528,0,1511832356
1000718,3148749,0,1511832361
1000718,1873843,0,1511832449
1000718,3915459,0,1511832473
1000718,871758,0,1511832482
1000718,3497696,0,1511832517
1000718,3525158,0,1511874601
1000718,2929432,0,1511920182
1000718,4087718,0,1511940836
1000718,3265958,0,1511943129
1000718,232491,0,1511943197
1000718,1873843,0,1511946424
1000718,2061783,1,1511946470
1000718,1873843,0,1511946511
1000718,3915459,0,1511946522
1000718,1041248,0,1511946608
1000718,1958028,0,1511946750
1000718,924011,0,1511946800
1000718,1951985,0,1511946856
1000718,4269409,0,1512003212
1000718,2286432,0,1512007832
1000718,3356614,0,1512007851
1000718,544397,1,1512007904
1000718,1309783,0,1512007954
1000718,618336,0,1512008289
1000718,2929432,0,1512008432
1000718,544397,0,1512008495
1000718,4093291,1,1512008505
1000718,3927617,0,1512008732
1000718,4093291,0,1512008880
1000718,3927617,1,1512008907
1000718,4177104,0,1512009009
1000718,2543014,0,1512009031
1000718,1115544,0,1512019210
1000718,4108945,1,1512019382
1000718,1115544,0,1512019384
1000718,4108945,0,1512019409
1000718,1530284,0,1512019524
1000718,559718,0,1512019532
1000718,2668115,0,1512019541
1000718,2781924,0,1512020406
1000718,3879004,0,1512020442
1000718,3591622,0,1512020759
1000718,4528252,0,1512020844
1000718,3591622,0,1512020889
